Category,Product Name,Customer Review
Automotive,Hazecool AC Cleaner - Pembersih AC SPLIT & AC MOBIL,Hazecool AC Cleaner - SPLIT AC & CAR AC Cleaner
Automotive,Hazecool AC Cleaner - Pembersih AC SPLIT & AC MOBIL,The item was bad and damaged the AC filter even though it hadn't been replaced yet.
Automotive,Masker Sport SHERLOCK Olahraga Sepeda Dual Valve Filter Carbon N95,"Sorry, the item is not good, the filter has been used once and has come off...disappointed"
Automotive,Masker Sport SHERLOCK Olahraga Sepeda Dual Valve Filter Carbon N95,not comfortable to wear.
Automotive,Tempat Holder Multifungsi Tissue + Kartu Sunvisor Mobil | Premium - Coklat,Disappointed with the quality
Automotive,Tempat Holder Multifungsi Tissue + Kartu Sunvisor Mobil | Premium - Coklat,The sticky image is not neat... and a lot of it is peeling off...
Automotive,Glade Diamond Aqua Reg 80ml,A bit disappointed because the contents were half spilled and delivery also took a long time.
Automotive,Glade Diamond Aqua Reg 80ml,very disappointed..rejected items are for sale..very bad service..it doesn't need money..very bad response.if the item isn't there you can confirm first..don't just send what you bought or what you sent.
Automotive,Glade Diamond Aqua Reg 80ml,not in accordance with the order and delivery of product replacement without confirmation
Automotive,Bubble Wrap Plastik Pembungkus Helm,"Ordered 2 layers, was given another layer, luckily the visor was safe, amsyong"
Automotive,Bubble Wrap Plastik Pembungkus Helm,Dregs
Automotive,BASEUS C1 MINI CAR VACUUM CLEANER PORTABLE PENGHISAP DEBU LAPTOP/MEJA - Hitam,The item cannot be operated.. I have contacted customer service but there has been no response
Automotive,BASEUS C1 MINI CAR VACUUM CLEANER PORTABLE PENGHISAP DEBU LAPTOP/MEJA - Hitam,"weak suction, very noisy sound"
Automotive,BASEUS CAR WAX LAZY MANUAL WAXING PERAWATAN MOBIL CUCI MOBIL - Hitam,"Turns out a lot of people have been scammed... the title says it's a machine, it turns out it's a hand muscle machine... can this be returned or not? It's useless if it looks like this... if you can return it, chat with me and I'll change the stars!!"
Automotive,BASEUS CAR WAX LAZY MANUAL WAXING PERAWATAN MOBIL CUCI MOBIL - Hitam,Only used it once and then took it off and then it dries up
Automotive,Autofoam - Sabun Shampo Cuci Mobil Motor Berbusa pH Netral,"all the orders were leaked, it was video and delivery....it was a mess....so I bought at a loss....half of the items were left..."
Automotive,Cover Motor Urban Sarung Motor Matic Bebek Vario Mio Beat Supra Scoopy - Biru Muda,"Tomorrow, please pay attention again to the COLOR problem in the buyer's notes, ordered BLACK and SILVER, instead they were sent SILVER, BLACK.. very disappointed..!"
Automotive,isi 6 PCS Kain Lap Chamois Kanebo JUMBO Besar Berserat 43x32CM 6 PCS,ITEMS DO NOT ACCORD TO ORDER.. ASKED FOR GOLD INSTEAD WE SEND WHITE AND ANOTHER BRAND!!
Automotive,Parfum mobil KOPI BALI ORIGINAL Pewangi kendaraan Car coffee perfume,"damn.. there's no fragrance at all, there are no coffee beans at all, NOT ACCORDING TO THE TITLE 100% COFFEE BEANS. Very disappointed, no wonder it was cheap, we were only given rubbish. fraudster.."
Automotive,BASEUS VEHICLE HOOK GANTUNGAN MOBIL CAR HANGER HOLDER - Hitam,BGT TRASH! PLEASE DO NOT BUY THIS TRASH PRODUCT
Automotive,Charger Aki Portable 12V/2A Mobil | Motor,DAMAGED ITEMS SENT!!!!!!
Automotive,Kacamata Masker Google Mask 2 In 1 Set Anti Debu Polusi Model Bollfo - Gold-Kuning,"The condition of the goods was damaged, because the packaging was careless"
Automotive,Masker Sport SHERLOCK Olahraga Sepeda Dual Valve Filter Carbon N95,UGLYKKKKK BREAK ALL THE ROPES
Automotive,KUNCI STIR MOBIL CH830 MODEL T -PENGAMAN MOBIL - SAFETY LOCK ARMORED,I don't like defective items
Automotive,spidol ban original toyo paint marker murah - Hijau,"it's ridiculous to ask for yellow and give it green highlighter, bad stuff"
Automotive,spidol ban original toyo paint marker murah - Hijau,"I asked for yellow and gold, but both of them are gold, the seller sucks"
Automotive,spidol ban original toyo paint marker murah - Hijau,"Too bad, ordered different colors but one color came instead. Even though information has been given."
Automotive,"Rat Repellent Spray (Pengusir Tikus, Pembasmi tikus Ampuh) - 250ml",Lie. Not effective at all.
Automotive,"70mai Dash Cam Pro Plus A500s 1944P GPS ADAS Set(Front +Rear Camera) - Front+Rear, Camera Only","GPS & fennel don't work. the seller's answer was long-winded. 1.8 million cm ordinary camera, expensive"
Automotive,Black Retrim - Penghitam Bodi Plastik Dasbor Motor Mobil Permanen,"the content is just like plain water used to use tire polish, there was no answer when I complained"
Automotive,Black Retrim - Penghitam Bodi Plastik Dasbor Motor Mobil Permanen,"Delivery took a long time, not from the courier, but the seller was slow to send the cream to the expedition, and the item was also lacking 1 pcs"
Automotive,Black Retrim - Penghitam Bodi Plastik Dasbor Motor Mobil Permanen,really long
Automotive,Masker 3 ply Hitam Full Black Orlee Medis 3ply Earloop Kemenkes 50 - Hitam,"The seller is not trustworthy, asked for gray and black masks, they were sent all gray"
Automotive,Masker 3 ply Hitam Full Black Orlee Medis 3ply Earloop Kemenkes 50 - Hitam,"Order incomplete, chat not answered. good shop the employees are broken. make your image bad, charity."
Automotive,Masker 3 ply Hitam Full Black Orlee Medis 3ply Earloop Kemenkes 50 - Hitam,Orlee wasn't the one sent. sucks
Automotive,Masker 3 ply Hitam Full Black Orlee Medis 3ply Earloop Kemenkes 50 - Hitam,"First purchase, worst service. long response, long delivery"
Automotive,Masker 3 ply Hitam Full Black Orlee Medis 3ply Earloop Kemenkes 50 - Hitam,"ALREADY CHATTED, WRITTEN IN THE DESCRIPTION, ALREADY RECONFIRMED, STILL SENT IN WHITE COLOR CLEARLY ORDERED FULL BLACK, AND SHIPPING WAS VERY LONG. *NOT TRUSTED*"
Automotive,Masker 3 ply Hitam Full Black Orlee Medis 3ply Earloop Kemenkes 50 - Hitam,"The color doesn't match what was sent, I'm too lazy to return the goods the seller carelessly sent"
Automotive,Masker 3 ply Hitam Full Black Orlee Medis 3ply Earloop Kemenkes 50 - Hitam,"The description and picture are black but the item that arrived is blue. NOT REALLY SUITABLE. When I complained, the answer was just thank you. No intention of selling, boss. For sales people, their priority must be customer satisfaction. If you complain, don't pretend you don't know"
Automotive,Masker 3 ply Hitam Full Black Orlee Medis 3ply Earloop Kemenkes 50 - Hitam,"It's really bad, you can't use this mask, it's hairy, you can see the photo"
Automotive,Parfum Mobil Botol Gantung Vleo Black Coffee,"One week the order continued to fail to be picked up, the seller had no reaction at all, after complaining to Toped, it was immediately sent, (ordered from May 28 to June 7) I don't know who was at fault, the seller or the courier, they were the ones who knew, many of the contents were missing, some were even almost half a bottle. Very disappointing, even though I have ordered this umpteenth time, this time I'm sorry, I'll change to another seller.?????????? THE SELLER IS NOT RESPONDING TO THE SALE!!!"
Automotive,Little Trees Parfum Mobil Car Perfume Air Freshner Pengharum Mobil - LEATHER,"Didn't read my request carefully and asked for LEMON, why was summer linen sent??"
Automotive,Little Trees Parfum Mobil Car Perfume Air Freshner Pengharum Mobil - LEATHER,"ordered differently, sent differently!!!"
Automotive,Little Trees Parfum Mobil Car Perfume Air Freshner Pengharum Mobil - LEATHER,disappointed !!!
Automotive,Parfum Kopi Bali Spray Pengharum Mobil Ruangan Pewangi Botol ORI 20ml,Kapoooookkk...!!!??!!
Automotive,Parfum Kopi Bali Spray Pengharum Mobil Ruangan Pewangi Botol ORI 20ml,I REGRET SHOPPING AT LOE CUY'S PLACE
Automotive,Tongkat E-TOLL Tongkat GTO Emoney Tongkat ETOLL TONGTOLL GTO TongCard,"Worse, ordered black or blue, sent all yellow, is the seller color blind? It's been processing for a really long time"
Automotive,Disinfektan Fogging Mobil ZONE Odor Eliminator Anti Virus ZONE - menthol,I was asked to choose a scent but the one sent wasn't suitable... please try online trading that suits the buyer. the buyer is king. I didn't ask to buy it with money
Automotive,TATAKAN DUDUKAN PLAT NOMOR MOBIL MODEL ASTRA 46 CM / Frame bracket,PRODUCT NOT SENT
Animal Care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,"OK product, according to photo and description"
Animal Care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,good item and fast delivery
Animal Care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,"Thank you Sis...the package arrived quickly and is in good condition. I wish you more success, sis..."
Animal Care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,"Item as ordered, good standard packaging, fast delivery, TKS, bro"
Animal Care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,The product corresponds to the description and delivery is fast
Animal Care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,"fast response, fast delivery, good product. thanks!"
Animal Care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,"appropriate item, safe packing, fast delivery and packaging, haven't tried it yet, hope it works"
Animal Care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,"item ok, as ordered, delivery ok"
Animal Care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,"Fast delivery, safe packing, love the product, thanks"
Animal Care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,"good quality, fast delivery, cheap price"
Animal Care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,goods as requested n arrival as estimated
Animal Care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,good items and good service
Animal Care,Alas Kandang Hewan Kucing / Anjing / Tortoise 40 x 60 - Hitam,"It's arrived sis. OK, the item is good, the color is good, the quality is good and it doesn't smell, it seems anti-slip too. Thanks.. :)"
Animal Care,Alas Kandang Hewan Kucing / Anjing / Tortoise 40 x 60 - Hitam,good according to the description
Animal Care,Alas Kandang Hewan Kucing / Anjing / Tortoise 40 x 60 - Hitam,"Fast response and delivery, product is ok, price is also relatively cheap, thx"
Animal Care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,"Arrived very quickly, packaging is very safe and doesn't leak, bubble wrap is very good, haven't tried it yet, hopefully it will be useful"
Animal Care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,"sent quickly and super neat, thank you"
Animal Care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,"Packing is very good. The bubble warp is very thick. Fast packaging, standard courier delivery. Product is still sealed. Exp still takes a long time. Thank You."
Animal Care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,"Thank you, the product has been well received. fast delivery, good packaging."
Animal Care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,"the product is ok, very useful for maintaining and maintaining the cleanliness of children, I have purchased a subscription... thank you seller"
Animal Care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,"Seller response and fast delivery, safe package, new product tried and don't really know if it's effective or not, the bottle is safe and doesn't leak and the sprayer is good. Thanks a lot seller!"
Animal Care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,goods arrived quickly in good condition
Animal Care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,"Always satisfied shopping here, this is the third time buying here. Fast delivery, fast response."
Animal Care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,"Fast delivery, safe goods..no leaks, seller responds quickly"
Animal Care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,"Good disinfectant like the video review, seller response is good and fast, fast delivery.. thank you Seller ??"
Animal Care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,Great...smells good...I've bought it several times. Also safe for animals...
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,"The goods have arrived and the fish are still healthy and safe, thank you"
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,landed safely and the fish were good
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,"The condition of the betta fish is healthy, and packaged neatly and neatly."
Animal Care,DESINFEKTAN MedLab 5 Liter antiseptik,"Recommended!. The goods correspond, the seller is fast, the packaging is really good"
Animal Care,DESINFEKTAN MedLab 5 Liter antiseptik,"Fast process, fast delivery, very safe packaging, guaranteed no leaks..."
Animal Care,DESINFEKTAN MedLab 5 Liter antiseptik,The price is cheap. Very safe packaging covered with very thick bubble wrap and a thick box.
Animal Care,DESINFEKTAN MedLab 5 Liter antiseptik,"Very fast delivery, very safe packaging... just great"
Animal Care,DESINFEKTAN MedLab 5 Liter antiseptik,"Delivery on time, packing satisfactory, thanks.??"
Animal Care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,"The product turns out to be of good quality even though the price is quite low - the color is good, it doesn't look like cheap stuff - I'm satisfied"
Animal Care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,"Communicative seller, product material is good, color is cool, delivery on time, easy installation. Packaging is very safe and comes with bubble wrap. Thanks for the bonus too."
Animal Care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,the packaging is very safe... there is cardboard and bubble so the goods arrive safely... given a bonus for a place to eat too... thanks
Animal Care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,"The goods are okay, the packaging is also safe... that's great"
Animal Care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,"Purchasing my 3rd cat cargo basket, never dissatisfied buying here, best price, seller fast response and excellent packaging.. very safe using all cardboard.. it's the best, get a bonus too"
Animal Care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,the product is good. according to expectations
Animal Care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,The quality of the underpad is poor and doesn't match the price.
Animal Care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,The gasket is not neatly broken
Animal Care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,The cat's food has been torn
Animal Care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,"the spray didn't work, very disappointing"
Animal Care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,doesn't work
Animal Care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,No influence
Animal Care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,"The color does not match the picture, the absorption capacity is poor and tends not to absorb water, I am really disappointed, the quality is getting worse, not the same as when I first ordered Wood Pellets here"
Animal Care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,"Not as expected, I wanted the small ones to be big and tended to be rough"
Animal Care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,"The service was very disappointing, even though Gojek was instant, it was only sent the next day, the reply took a really long time in chat, no recommendation if you're in a hurry"
Animal Care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,it's really hard and the size is big :( so it's really small
Animal Care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,"Very long delivery, no notification & no response to chat"
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,"When I ordered, I forgot to include the color, just chat to the seller to request the color before sending. Only read chat, no response, sent plain white fish. Disappointed shopping here, it's already expensive, people rarely send what they want...disappointed"
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,The fish died so I was disappointed ah
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,"not according to order, ordered red and white which was sent, another color"
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,The hickey does not match the picture
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,"the goods do not match the advertisement even though I gave my message in a note to the seller, I ordered the number of betta fish that was in the note"
Animal Care,Kura Kura Brazil Res Baby - Size �? 4cm,The turtle is not smooth
Animal Care,MAKANAN KUCING BOLT REPACK 1KG - PRODUK ASLI - IKAN 800 GR,"Disappointed, the shop's response took a long time....same day delivery, order before 12 was sent the next day, chatted in the morning and answered in the evening. Give up"
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,"Very disappointed with the very long delivery and very, very problematic delivery expedition and the seller didn't respond quickly."
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,"very disappointed. the goods sent are not suitable. still missing 3 more. Even though I've subscribed, I've been disappointed... I've complined and I haven't responded.."
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,disappointed that the food sent was less than 1
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,"I'm disappointed that I shopped here, the seller wasn't trustworthy, I ordered 3, only 2 were sent, the price wasn't much, but the person selling them wasn't honest, I hope you're lucky enough to trade from dishonest results??"
Animal Care,Makanan Kucing Bolt - Catfood Bolt Repack Kualitas terbaik 800gr - Kibble IKAN,"slow response, packaging took a long time, delivery took a long time to disappoint, even though in one city it only took 30 minutes to arrive, in another seller after fixing the transaction it took 30 minutes to arrive, this took up to 4 hours to wait... the shop sucks, customer chat response is slow.. I've given up on shopping again"
Animal Care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,"After regular use, the number of dog fleas increases. The spots that were sprayed actually increased, even though initially there were only a few fleas, I regret this product."
Animal Care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,"Sorry, I gave 1 star because my rating depends on the effectiveness of the product I bought, this has no effect at all until I have finished using it."
Animal Care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,doesn't work at all.. the product... the lice are still there & don't die.. I'm disappointed it doesn't match the language
Animal Care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,"Because the medicine doesn't work to get rid of the lice, I've used it 3 times and it's getting more and more"
Animal Care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,"It just makes it more itchy, sorry to see my cat :�?)"
Animal Care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,the goods were not packaged...only used plastic bags and the cans were all damaged...delivery took a very long time...I am very disappointed and will not shop at this shop.....the service is really bad
Animal Care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,"the goods don't match the order...if you don't have the goods, don't reply to the others...very disappointed..."
Animal Care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,dented can :(
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,disappointed
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,"I'm disappointed, I've bought here many times but the packaging was damaged. holes like being eaten by rats. It's not very likely that this will break on the road. Can I ask for a return because it's not really worth it"
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,"Very disappointed, bought 3 pcs and the packaging all had holes like they had been bitten by mice"
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,"Asked for the fish shaped one, but instead I got the donut shaped one... my cat didn't want the donut shaped one... I was disappointed..."
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,"Ask for the donut shape with fish, as a result the cat doesn't like it, it's a waste and doesn't use it..."
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,I ordered donuts via SMS but I was sent fish and I was disappointed because my cat doesn't like it... I already said it's okay to use a plain bag... I'm disappointed...
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,"Still disappointed, the goods that arrived at the customer had leaked. even though the reason was that it was damaged during the expedition, tsk"
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,buy 4 packs (4kg). Only 3 packs (3kg) were sent. disappointed.
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,"I've shopped twice with Billy's help, I'm disappointed, the delivery took a very long time, 2-3 days. even though it is only in the Jakarta area, not outside the city. Please help me choose a fast courier,"
Animal Care,Alas Kandang Hewan Kucing / Anjing / Tortoise 40 x 60 - Hitam,seller is very slow to respond. long delivery. This is the first time I've given someone 1 star. Not because of the item but the seller's response
Animal Care,ikan hias aquascape glofish tetra import - Hijau,"The person's response was very rude, just the usual, I just asked and didn't invite a debate, the seller was really arrogant like this..."
Animal Care,Kura Kura Brazil Res Baby - Size �? 4cm,Don't confuse packing turtles with fish!!
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,"Chat can't be read even though it's online, wrong delivery but no responsibility at all. Do you want to pray for the shop to go bankrupt or not? Next time, don't be like that, it won't be a blessing later!"
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,"VERY DISAPPOINTED ..!!! THIS IS REALLY WHAT I EXPERIENCED... PLEASE READ MY CHAT WITH THIS SELLER BEFORE BUYING, THE GOODS SENT WAS NOT AS ORDERED, IT WAS RETURNED, BUT THE SELLER WASN'T SMARTLY SENDING MY ORDER WHICH I SHOULD HAVE ORDERED.. IT'S BEEN 15 DAYS LHOO GUYS.. THE MONEY WASN'T RETURNED, THE GOODS DID NOT ARRIVE.. HAHA..JUST PLEASE IF THE SELLER IS ABLE TO TAKE IT TO THE END.. HOPE YOU DON'T BE FOOLED LIKE ME.."
Animal Care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,"there is no effect, the flea is still alive, I have tested it directly. I feel cheated, I hope you get your karma"
Animal Care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,the item is said to be ready. I don't know if it wasn't sent... just give me a refund.
Animal Care,Repack Ori Cat Food Oricat 1kg 1 kg Mirip Jio Bolt Maxi Cat Tasty,"That's right, bro, if you give me something. When does it expire, if you cook it for a month, it won't last until there are some hairs like that"
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,Those who buy Wiskas Junior smell really bad... cats don't like it
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,Ordered 3 kg and sent 1kg
Animal Care,MAKANAN KUCING CAT CHOIZE KITTEN 1 Kg / makanan anak kucing no bolt - KITTEN TUNA,"The process from purchase to delivery took a long time, admin was not polite, slow response. SEVERE DAMAGE TO THE SHOP."
Animal Care,MAKANAN KUCING CAT CHOIZE KITTEN 1 Kg / makanan anak kucing no bolt - KITTEN TUNA,"ordered from the 5th. It's already the 8th and the item hasn't appeared yet!!! It's really crazy. Another shop, I ordered medicine on the 6th, today it arrived on the 8th. ckckckck really long and super slow response duuhhhh. Street cats who are already sick, their models can drop because humans with models are slow to work like this"
Animal Care,MAKANAN KUCING CAT CHOIZE KITTEN 1 Kg / makanan anak kucing no bolt - KITTEN TUNA,"Seller is arrogant, shocked, sends late, it's useless using same day, wakes up early in the day"
Animal Care,Udang Hias Merah Aquascape Red Bee Caridina,"I didn't have the red bee shrimp I ordered, I complained and the funds were forwarded to the seller"
Animal Care,Udang Hias Merah Aquascape Red Bee Caridina,I deliberately finished this order so I could write a review based on my shopping experience at this shop. I asked via chat about the original photo of the fish and was answered that the fish matched the picture in the window. I asked whether it was fry or not. The answer was no. but the fact is..........: NON SENSE SENT BY THE FRIENDS
Animal Care,Udang Hias Merah Aquascape Red Bee Caridina,VERY SMALL size.
Animal Care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,Sending goods that do not match the order is annoying!!!!!!
Animal Care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,Bad
Animal Care,Keong Assassin Snail Pembasmi Keong Hama Aquascape,Bang until the house is all dead. Don't buy here.
Animal Care,Kyojin pakan ayam bangkok raksasa,The seller doesn't respond very well
Animal Care,Kyojin pakan ayam bangkok raksasa,Very bad because the shipment was incomplete
Animal Care,Cakaran kucing Garukan kucing cat scatcher,"It doesn't match the picture, I thought it was wood or just cardboard"
Animal Care,Cakaran kucing Garukan kucing cat scatcher,3 pieces were damaged and couldn't be used because of poor packaging
Animal Care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,"there is no effect, the flea is still alive, I have tested it directly. I feel cheated, I hope you get your karma"
Animal Care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,Sending goods that do not match the order is annoying!!!!!!
Animal Care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,Bad
Animal Care,Obat Kucing CAT and FIT X1 Ultimate Untuk Kutu Jamur Scabies Cacing,"When you buy medicine, you are sent an empty box, what do you mean by deceiving consumers?"
Animal Care,MAKANAN KUCING BOLT REPACK 1Kg - TUNA IKAN,not according to order... the goods sent were not enough... the seller just didn't pay attention to the packaging
Animal Care,MAKANAN KUCING BOLT REPACK 1Kg - TUNA IKAN,The type of fish ordered is round. Hadeuuuh.
Animal Care,MAKANAN KUCING BOLT REPACK 1Kg - TUNA IKAN,I asked for bolts but instead I gave them Oricat??????
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,"in chat asked for instant delivery, the answer was yes, but after paying, it wasn't delivered. If it's overloaded, why bother? It's a mess, it's making you tired."
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,"Got 1 hole. Service is not friendly. I know I'm wrong, there's no apologizing. Message arrived today. Instead it was sent with the excuse of fooling the customer. Even though I have bought here many times, the last two purchases have always been delayed. If you're wrong, apologize instead of lying. The package was also sent in a mess as long as it was put in. Don't be arrogant because lots of people have bought it. Remember, without customers, you are nothing."
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,"the packaging is not neat, all BOLT product packaging is torn... so when unboxing, the contents of the food are a mess"
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,TWO ARE GOIBS AGAIN
Animal Care,"Meo ME-O Pouch/saset 80G 80 G 80GR 80 GR per BOKS/BOX/DUS - TUNA SARDINE, KITTEN","I ordered meo, obviously tuna in jelly because my cat likes it.. he sent me tuna�? can you read it or not!!... then what do you want to do with it? Say!!! Don't play change carelessly"
Animal Care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,"I ordered THREE PACKS of Bolt brand cat food measuring ONE KILOGRAM. But ONLY ONE was sent. Strangely, the shipping label says 3 kg & 3 pieces (see photo). And the recipient's name & address are correct. HOW COULD IT BE? Even though as can be seen in the photo, from the size of the package alone it is IMPOSSIBLE that only that size CAN contain THREE PCS / THREE KILO. It's been complained but THERE'S NO MEANINGFUL RESPONSE. The funds were partially returned according to the number of items that were not sent. But please judge for yourself..."
Animal Care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,This is not an honest trading person
Animal Care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,"THE CONTENT IS ONLY 800 grams, it should be 1 kg kesel"
Animal Care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,"innalillahi.... bro, if you are selling HONESTLY.... bro, you are selling 1 kg, why did the 800g one come... I'm so sorry for the 800g bag, it's the same as 1 kg... I've often bought it... 200g, I'll charge it at the end of the day, bro... I'm just lying about selling cat food... nauzubillah... the last time I shopped at this shop... it wasn't a BLESSING, bro. get your sustenance by cheating like this... so that your cats will pounce on you later in the afterlife..."
Animal Care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,"it only contains 800 grams, the description says it's 1 kg... I've already bought 10 packs... please don't like this type of scam... it's not a blessing you know!! The seller is really bad, he gave illegal money to his family..."
Body Care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,The goods are okay and the price is also affordable. The packaging is really neat. excellent seller
Body Care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,"OK price, fast delivery, safe packing"
Body Care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,"Items as described, arrived quickly"
Body Care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,"good item, neat and appropriate packing"
Body Care,Whisper Pembalut Wanita Regular Flow 40's,"Fast delivery, safe packing, good seller response, good price and promo. Thank You"
Body Care,Whisper Pembalut Wanita Regular Flow 40's,Goods received in good condition
Body Care,Whisper Pembalut Wanita Regular Flow 40's,"packaging is ok, very safe. very much content. the product is comfortable to use"
Body Care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,It's in accordance with the order
