Category,Product Name,Emotion,Customer Review
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size",Sadness,"I'm really disappointed, I'm really disappointed, I said the material was thick, but it came thin, it's cheap, where I ordered 4 times the value, the results were really bad, don't want to order from this shop, it's really bad, it's really bad, it's really bad, it's really bad"
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size",Sadness,Second order but the results were not neat and disappointing. The laminating is peeling at the edges and the cut is not neat. The holes are also prominent and random.
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size",Sadness,"All the seams that use chicken eyes, the print is also not neat, I'm disappointed"
Other Products,SINGLE RAM 20 CM PUTIH TEBAL GANTUNGAN CANTOLAN AKSESORIS DISPLAY,Sadness,"Disappointed with this shop's service, and regretful about this shop, the package took a long time to arrive, and the package didn't arrive at its destination. If I may suggest to other buyers, don't order again, the goods here, they are not responsible,"
Other Products,Unyelowing Remover / Sole Bright,Sadness,"very disappointed, not professional at all. I bought 2, only 1 was sent. And there was no information from the seller"
Other Products,Wasp Nano RDA Original 100% by Oumier - Oumier Wasp Nano RDA Vape Tank - TRANS RED,Sadness,"Asked for Black to be sent. Transparent Black, really disappointed, didn't like the color, next time e-commerce will be more careful in responding to customers"
Other Products,Liquid A La Carte Cream Poundcake 100ML Liquid Ala Carte Alacar - 3MG,Anger,"leaking!! The package is wet, so all you have to do is just bubble wrap and insulation plus liquid. the taste is inevitably unpleasant. for the others (glass bottles) it is safe"
Other Products,Liquid A La Carte Cream Poundcake 100ML Liquid Ala Carte Alacar - 3MG,Anger,Leaking. Lid is not closed tightly
Other Products,karung plastik bekas beras putih 50kg,Anger,Ordered 50pcs and was sent 25pcs even though I paid 50pcs?? very disappointed
Other Products,karung plastik bekas beras putih 50kg,Anger,The sack is super thin and doesn't match the picture
Other Products,karung plastik bekas beras putih 50kg,Anger,"less than 1, the seller is not careful or deliberate."
Other Products,Cerutu Argopuros Box Isi 24,Anger,The Gosend flat package is not correct. The service is irresponsible. Done.
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size",Anger,"I'm really disappointed, I'm really disappointed, I said the material was thick, but it came thin, it's cheap, where I ordered 4 times the value, the results were really bad, don't want to order from this shop, it's really bad, it's really bad, it's really bad, it's really bad"
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size",Anger,the hole is really bad
Other Products,Busa Filter Ukuran MILD,Anger,"Wrong post, boss! Sent the menthol one, the menthol taste is really strong and overpowering in the mouth, eliminating the tobacco taste."
Other Products,terpal A12 korea ( IMPORT),Anger,"Disappointed! buy tarpaulin according to the seller's recommendations. The tarpaulin leaks, the glue is uneven. Chatting with the seller after sale was ignored. That's serious!"
Other Products,Cetak Foto Print Digital Lab Ukuran 40x60 20RS A2 Pameran Paper Luster,Anger,The package looks like it has already been opened as long as all the photos are damaged
Other Products,SNEAKERS DEPT ADDITIONAL DOUBLE BOX,Anger,"RESCUE FROM DAMAGE BOX, didn't use it, arrived home, the box was dented"
Other Products,SNEAKERS DEPT ADDITIONAL DOUBLE BOX,Anger,"There is no screen printing on the box, the price is expensive too"
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size",Anger,THE SERVICE IS RUINED. DON'T COME HERE IF YOU DON'T WANT TO GET READY
Other Products,Coil Smok RPM 0.4 ohm Mesh Coil dan 0.6 OHM TRIPLE Authentic - 0.4,Anger,"Junk stuff. Says it's authentic, it turns out it's a kw item. I bought 3 boxes, I asked to be sure they said they were authentic. I've only been using it for a few hours and it's already bitter. All my stuff."
Other Products,Kantong plastik HD tanpa plong 30x40 Isi 100 lembar/plastik packing - Merah,Anger,"The seller is not polite, he even complains, WEIRD!!"
Other Products,BUBLE EXTRA,Anger,Used extra bubble and paid for it but when it was sent there was no bubble
Other Products,BUBLE EXTRA,Anger,"Delivery was very bad, seller response was also bad. Ah, I've given up on ordering here. I want to make a profit but I don't want to know the seller. I just received the goods in a week"
Other Products,BUBLE EXTRA,Anger,There's no use for this ATC but it still doesn't give bubble... it's just a loss...
Other Products,BUBLE EXTRA,Anger,"even though it has atc bubble but there is none, paraaaaah please fix it, so the buyer is satisfied"
Other Products,BUBLE EXTRA,Anger,useless ATC... people don't have it in the package...
Other Products,BUBLE EXTRA,Anger,"The packaging is not suitable. Many of the bubbles are deflated, it looks like they have been used."
Other Products,BUBLE EXTRA,Anger,"HEH CAN YOU TRADE IT LOOO????? I TOLD YOU SO....I CLICKED THE WRONG ADDRESS WHY DO YOU KEEP SENDING ITEMS TO MY WRONG ADDRESS?????????? YOU HAVE CLEARLY REJECTED MY ORDER (SHIPPING RATES 8K) AND I REATCED IT (SHIPPING RATES 123K) WHY DO YOU KEEP SENDING THE WRONG ITEMS!!!!!!!!!!!!!!!!!!!!!!! YOU'RE A PROFESSIONAL DONG!!!!!!!!!!!!!!! I HAVE LOST ITEMS! DO NOT PK CANCEL THE ITEM + GIVE A RECIPE, IF THE ITEM IS STILL SENT TO THE FIRST ADDRESS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I OFTEN SHOP HERE YAH!!! JUST THIS TIME I CLICKED THE WRONG ADDRESS BUT I REGRET IT WITH YOUR RESPONSE!!!!!!!!!!!!"
Other Products,BUBLE EXTRA,Anger,BUY IT BUT THE PACKAGE CAME WITH A DENT
Other Products,BUBLE EXTRA,Anger,I bought it but it wasn't included. Sigh. Lie
Other Products,BUBLE EXTRA,Anger,"MAC WAS DESTROYED, EVEN THOUGH ALREADY ADDED BUBBLE. BECAUSE THE CARDBOARD WAS JUST STICKED TO THE MAC, JD CRACKED 2 CRACKS"
Other Products,PACKING DUS + BUBBLE - TAMBAHAN DUS + BUBBLE,Anger,Very bad packaging...my hand body spilled...
Other Products,PACKING DUS + BUBBLE - TAMBAHAN DUS + BUBBLE,Anger,ancuuuurrrrr powderkkk crumbled out of shapekkkkkkkkkkkkkkllkl
Other Products,PACKING DUS + BUBBLE - TAMBAHAN DUS + BUBBLE,Anger,"It's bad, super duper bad, how come it's damaged inside, this will definitely be slammed by JNE, I'm surprised it's been told to use YESS YESS, even REG 15 is available in Yess, Tokopedia is surprised."
Other Products,PACKING DUS + BUBBLE - TAMBAHAN DUS + BUBBLE,Anger,sucks... where's the original packaging from the dust plastic?
Other Products,PACKING DUS + BUBBLE - TAMBAHAN DUS + BUBBLE,Anger,Why is it just wrapped in bubble without cardboard... I also paid for cardboard + bubble sis -_-
Other Products,Packing Dus,Anger,used cardboard pk pay...
Other Products,Packing Dus,Anger,"I ordered it in a box, there's no box. It's better not to use it already"
Other Products,Packing Dus,Anger,Packing does not match the description....Used cardboard
Other Products,Packing Dus,Anger,Used box packaging.....
Other Products,Packing Dus,Anger,"Too bad...it wasn't included even though it was already paid. Sorry, I only sent 1 star"
Other Products,BUBLE EXTRA,Anger,Where there's no bubble wrap?
Other Products,BUBLE EXTRA,Anger,Why isn't this on the hanger stand I ordered? why should I add fees?
Other Products,BUBLE EXTRA,Anger,THERE IS NO PACKING BUBBLE
Other Products,BUBLE EXTRA,Anger,"It's useless to give bubble warp, given the factory reject, you can't give it a pot. Also Rese"
Sport,Dunlop Fort All Court Tennis Ball ( Bola Tenis isi 4 ),Happy,always OK shopping here
Sport,Senter Kepala COB LED Rechargeable / HEADLAMP SOROT,Happy,The lights are bright. Fits the head. Product received is complete.
Sport,"SARUNG TINJU VENUM MUAYTHAI / MMA / BOXING GLOVE / VENUM - Hitam, 8",Happy,"Item as pictured, delivery also fast."
Sport,Premium Skipping Rope Svarga 3 Meter | Tali Skipping Speed Rope - Ungu,Happy,Works fine.
Sport,81CM Supreme Aluminium Alloy Tongkat baseball stick - Hitam,Happy,Umpteenth purchase! Satisfied??. Safe packing??. Strong and sturdy.
Sport,Senter Kepala COB LED Rechargeable / HEADLAMP SOROT,Happy,Product received is complete. The lights are bright. Fits the head. standard delivery. the package arrived safely. Thanks
Sport,Senter Kepala COB LED Rechargeable / HEADLAMP SOROT,Happy,"Thank you, the goods arrived and match the description"
Sport,Extreme Fishing Pen Pancingan Pena Mini Saku Portable,Happy,good.. according to the description
Sport,Extreme Fishing Pen Pancingan Pena Mini Saku Portable,Happy,"thank you, goods as ordered, normal function... continue to improve service..."
Sport,Extreme Fishing Pen Pancingan Pena Mini Saku Portable,Happy,"I have received the goods, thank you"
Sport,MINISO Matras Yoga Pola Garis Tubuh 5mm Matras Yoga Kebugaran Rumah - Abu-abu,Happy,"Comfortable, not slippery, great"
Sport,"Atalon Running Pants - Celana Pendek Ringan Lari Jogging Marathon - Hitam, M",Happy,Original product??
Sport,"Atalon Running Pants - Celana Pendek Ringan Lari Jogging Marathon - Hitam, M",Happy,Original product??. Comfortable to wear??. Guaranteed Cheapest.
Sport,"Atalon Running Pants - Celana Pendek Ringan Lari Jogging Marathon - Hitam, M",Happy,"This is the umpteenth time I have purchased Atalon products, very satisfied. Fast delivery, original product and comfortable to use. Basically recommended for fans of running sports etc... Original product??. Guaranteed Cheapest. Comfortable to wear??."
Sport,"Atalon Running Pants - Celana Pendek Ringan Lari Jogging Marathon - Hitam, M",Happy,"it's great... previously we ran out of stock, but now we finally got some too"
Sport,"Atalon Running Pants - Celana Pendek Ringan Lari Jogging Marathon - Hitam, M",Happy,Original product??. Comfortable to wear??.
Sport,"Atalon Running Pants - Celana Pendek Ringan Lari Jogging Marathon - Hitam, M",Happy,"I've bought here many times, the admin is really polite & very responsive, even if you get the wrong size you can immediately return it to change the size, the process is easy & fast! indeed the best atalon!"
Sport,"Atalon Running Pants - Celana Pendek Ringan Lari Jogging Marathon - Hitam, M",Happy,Good�? ???? the ingredients are delicious
Sport,"Atalon Running Pants - Celana Pendek Ringan Lari Jogging Marathon - Hitam, M",Happy,"Comfortable to wear??. It's nice to use, the back pocket is really helpful for storing your cellphone."
Sport,"Atalon Running Pants - Celana Pendek Ringan Lari Jogging Marathon - Hitam, M",Happy,"cute stuff, cool material, spacious pockets plus zipper, fast delivery, the best"
Sport,"Atalon Running Pants - Celana Pendek Ringan Lari Jogging Marathon - Hitam, M",Happy,"Comfortable to wear?? The material is good, the fit is great for running. It's actually too small, but don't worry, there's a 45 day guarantee & can you exchange the original product size??"
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,Happy,Original product??. Guaranteed Cheapest. Comfortable to wear??.
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,Happy,"Packing is neat, fast and the product matches the description. Recommended seller??"
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,Happy,"Thank you, the item has been received. The material and design are quite good. Comfortable to wear."
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,Happy,Good and this is my second order.
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,Happy,It's been well received. The product is suitable and comfortable to use. Thank You.
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,Happy,"nice trousers, comfortable to wear"
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,Happy,Good item as expected. Here's ordering again. Keep up the best quality and service.
Sport,5-60kg Adjustable Handgrip Hand Grip Alat Fitness Olahraga Otot Tangan,Happy,Works fine.
Sport,5-60kg Adjustable Handgrip Hand Grip Alat Fitness Olahraga Otot Tangan,Happy,"As ordered, it took a long time to arrive, but the quality of the material is good? Guaranteed Cheapest. Works fine."
Sport,5-60kg Adjustable Handgrip Hand Grip Alat Fitness Olahraga Otot Tangan,Happy,All items were received in good condition and as described. Thank You.
Sport,Manset Tangan Pria Wanita / Arm Sleeve / Manset Sepeda /Manset Hitam,Happy,Tight and comfortable. Safe for activities. Guaranteed Cheapest.
Sport,Manset Tangan Pria Wanita / Arm Sleeve / Manset Sepeda /Manset Hitam,Happy,exactly as ordered
Sport,Manset Tangan Pria Wanita / Arm Sleeve / Manset Sepeda /Manset Hitam,Happy,the goods have arrived with good packaging
Sport,Manset Tangan Pria Wanita / Arm Sleeve / Manset Sepeda /Manset Hitam,Happy,"The material is really cool, this is what I need, cheap quality, not cheap, thanks seller and tokped"
Sport,BAM Pengeras Aroma Tawar 100Gram,Happy,So get excited about fishing.
Sport,BAM Pengeras Aroma Tawar 100Gram,Happy,great product.. fast response shop
Sport,BAM Pengeras Aroma Tawar 100Gram,Happy,great... arrived quickly...
Sport,MINISO Matras Yoga Pola Garis Tubuh 5mm Matras Yoga Kebugaran Rumah - Abu-abu,Happy,Comfortable to wear yoga ??. Product meets expectations.
Sport,MINISO Matras Yoga Pola Garis Tubuh 5mm Matras Yoga Kebugaran Rumah - Abu-abu,Happy,Fast delivery processing. Packed safely and neatly.
Sport,Senter Kepala COB LED Rechargeable / HEADLAMP SOROT,Sadness,disappointing
Sport,Grip Tenis Babolat My Overgrip My Grip Fun Tacky Tennis Original Murah - Hitam,Sadness,very bad item.. thin.. stiff.. not elastic.. not worth the price.. I am very disappointed.. don't buy this here again..
Sport,"JERSEY BASEBALL / Baju Baseball NY salur white 03 - WARNA 01, L",Sadness,"The item is defective, the screen printing is not neat, it has faded when received"
Sport,Speed Swift Skipping Jump Rope - Hitam,Sadness,"After using it 4 times, the tool was already damaged. Seller cannot change"
Sport,Knuckle Tebal Hitam -Krakling-Tinju Besi Full BlackSelf Defense Shop,Sadness,"Disappointing, the goods do not match what is offered, there are defects (holes) and rough workmanship."
Sport,Senter Kepala COB LED Rechargeable / HEADLAMP SOROT,Sadness,disappointing
Sport,Senter Kepala COB LED Rechargeable / HEADLAMP SOROT,Sadness,can't turn it on.
Sport,Senter Kepala COB LED Rechargeable / HEADLAMP SOROT,Sadness,"Sorry, I gave 1 star, it said the item had been checked. actually until I broke it??"
Sport,Senter Kepala COB LED Rechargeable / HEADLAMP SOROT,Sadness,I'm really sorry about how many orders there are. it turns out the seller is not friendly towards customers
Sport,Senter Kepala COB LED Rechargeable / HEADLAMP SOROT,Sadness,"The seller said the battery was 18650, but it turned out to be a built-in battery that couldn't be replaced. I'm disappointed."
Sport,Senter Kepala COB LED Rechargeable / HEADLAMP SOROT,Sadness,"head torch strap, changed... not good... disappointed."
Sport,Senter Kepala COB LED Rechargeable / HEADLAMP SOROT,Sadness,one item is missing
Sport,Extreme Fishing Pen Pancingan Pena Mini Saku Portable,Sadness,"I can't use it, I'm disappointed"
Sport,Extreme Fishing Pen Pancingan Pena Mini Saku Portable,Sadness,"I'm disappointed with the item, it doesn't meet expectations, can't be thrown?"
Sport,Extreme Fishing Pen Pancingan Pena Mini Saku Portable,Sadness,"I'm sorry, I'm only saying 2 questions, I'm disappointed, when I opened it for the first time x... there was a scratch on the top of the pen cap"
Sport,Extreme Fishing Pen Pancingan Pena Mini Saku Portable,Sadness,"There was disappointment when I saw the product coming.....I thought it was different from the fishing pens on the market but it turned out to be the same, but I doubted its durability.......see photo comments, all the types are the same but the one sent to me was different."
Sport,5-60kg Adjustable Handgrip Hand Grip Alat Fitness Olahraga Otot Tangan,Sadness,Slow response and delivery beyond expectations
Sport,5-60kg Adjustable Handgrip Hand Grip Alat Fitness Olahraga Otot Tangan,Sadness,"ordered 2 sent 1. can't complain. because there is no video. I've sent photos but still can't. long response. only the day after asked for the receipt number. Not on the day when I complained, I asked for a receipt number. please take the 16 thousand."
Sport,5-60kg Adjustable Handgrip Hand Grip Alat Fitness Olahraga Otot Tangan,Sadness,The item sent is not on the list of items written in the letter but is assumed to be available. even though it is the seller who makes the list himself. he is the one who wants it himself
Sport,Speeds Door Chinning Bar / Pull UP bar Speeds / Iron Gym 013-4,Sadness,"Disappointed with the seller and the shop... bought the flash sale product but it was out of stock... after that the delivery took a really long time, the seller is slow again..."
Sport,Speeds Door Chinning Bar / Pull UP bar Speeds / Iron Gym 013-4,Sadness,"I'm just disappointed with the shop's policy, huhu"
Sport,Manset Tangan Pria Wanita / Arm Sleeve / Manset Sepeda /Manset Hitam,Sadness,"Disappointing, it doesn't match the description, the length turns out to be 30cm, in the description it is 38-40cm, ordered 3 pieces, all of them were 30 cm long, submitted a complaint but ended up losing out on postage. Is it bad??"
Sport,Manset Tangan Pria Wanita / Arm Sleeve / Manset Sepeda /Manset Hitam,Sadness,not suitable
Sport,Manset Tangan Pria Wanita / Arm Sleeve / Manset Sepeda /Manset Hitam,Sadness,very thin like stockings??
Sport,Manset Tangan Pria Wanita / Arm Sleeve / Manset Sepeda /Manset Hitam,Sadness,"The delivery took a little while, and the plastic packaging was thin"
Sport,BAM Pengeras Aroma Tawar 100Gram,Sadness,"if the GX is running,?????????"
Sport,BAM Pengeras Aroma Tawar 100Gram,Sadness,"it doesn't match what I want, I asked for hardener, I was given corn???? That photo is really disappointing"
Sport,BAM Pengeras Aroma Tawar 100Gram,Sadness,not eaten at all
Sport,MINISO Matras Yoga Pola Garis Tubuh 5mm Matras Yoga Kebugaran Rumah - Abu-abu,Sadness,The mattress is torn
Sport,MINISO Matras Yoga Pola Garis Tubuh 5mm Matras Yoga Kebugaran Rumah - Abu-abu,Sadness,There is a hole in the mattress when you open the plastic
Sport,Kacamata Renang Dewasa Speeds LX 5100 Mirrored Anti Fog UV + Earplug - Biru,Sadness,"The windshield has a lot of scratches, like it's a return item for resale....."
Sport,Kacamata Renang Dewasa Speeds LX 5100 Mirrored Anti Fog UV + Earplug - Biru,Sadness,glasses are very vulnerable. worn once broken. because the rubber part and the plastic are attached with only a small hook. so it breaks easily...
Sport,Kacamata Renang Dewasa Speeds LX 5100 Mirrored Anti Fog UV + Earplug - Biru,Sadness,"If the order is not available, don't send anything other than what you ordered (even if it's just a different color (I looked for red, I was sent blue). Disappointing."
Sport,BASIC HEADBAND BLACK / BANDO HITAM PRIA WANITA / AKSESORIS OLAHRAGA,Sadness,disappointing
Sport,XM-L T6 Senter Kepala 3 Lampu LED New Brand Headlamp XML,Sadness,"Broken flashlight hook, very disappointed"
Sport,XM-L T6 Senter Kepala 3 Lampu LED New Brand Headlamp XML,Sadness,"Very disappointed, just opened it from the box, the rubber grip on the head was broken, the second time I wanted to charge the battery, the charging was short-circuited, luckily there was no fire, very disappointed shopping here"
Sport,XM-L T6 Senter Kepala 3 Lampu LED New Brand Headlamp XML,Sadness,Disappointed that there isn't one small lamp glass......
Sport,BAM Pengeras Aroma Tawar 100Gram,Sadness,"it doesn't match what I want, I asked for hardener, I was given corn???? That photo is really disappointing"
Sport,PAKET Senter Kepala / LED Headlamp Cree XM-L T6 5000 Lumens,Sadness,Pretty cool model but disappointed that the flashlight battery only lasts for about 3 hours.
Sport,PAKET Senter Kepala / LED Headlamp Cree XM-L T6 5000 Lumens,Sadness,"I'm just a bit disappointed that the product doesn't match the written description of the aluminum material, all the plastic materials received, I'm interested in buying because the description says aluminum"
Sport,Grip Tenis Babolat My Overgrip My Grip Fun Tacky Tennis Original Murah - Hitam,Anger,Why did you choose the color yellow?
Sport,"TONGKAT BASEBALL STICK BAT KASTI PEMUKUL SPEEDS 32 LX-002-4 - Hitam, 25 Inch 002-1",Anger,"Delivery took a really long time... the order last Sunday was only sent on Thursday, when asked the answer was still in progress... the item was sent in the wrong size and color... ordered 34, red was sent 32, black... poor coordination"
Sport,Premium Skipping Rope Svarga 3 Meter | Tali Skipping Speed Rope - Ungu,Anger,"Even though I've given them a RED note and I've chatted with the seller, the one who comes is actually PURPLE! ERROR is the one selling it, I'm annoyed"
Sport,Golok Patimura Ukir Baja,Anger,"bought 2, 1 item came that didn't match the photo with the usual sharpness, the one selling it was stupid, good luck eating haram money"
Sport,Baton Police stick / Baton / tongkat pemukul,Anger,"1 STAR because the process was slow, not because of the goods.. ordered on Thursday using 1 day delivery, goods arrived Sunday afternoon.. not the courier's fault, the status was on process from Thursday to Saturday night before the courier arrived.. without any information from the seller.. I've read the 1 day late tolerance policy for Covid, but how many days from Thursday to Sunday?"
Sport,Extreme Fishing Pen Pancingan Pena Mini Saku Portable,Anger,"There's no notification about the holiday, even though I ordered before the red date, chat was allowed, we only had 1 x 24 hours, I almost just reported it to the help center"
Sport,5-60kg Adjustable Handgrip Hand Grip Alat Fitness Olahraga Otot Tangan,Anger,"If the item is defective, buy 2, the other one is defective"
Sport,5-60kg Adjustable Handgrip Hand Grip Alat Fitness Olahraga Otot Tangan,Anger,like used goods
Sport,Speeds Door Chinning Bar / Pull UP bar Speeds / Iron Gym 013-4,Anger,"SHOP IS NOT TRUSTFUL. Asked to be sent, the shortcomings were rubber, bolts, etc. for holding the stick, but it was GHOSTING. There is no news and goodwill until now. Thank You"
Sport,Speeds Door Chinning Bar / Pull UP bar Speeds / Iron Gym 013-4,Anger,SEND THE PACKAGE WITH NO TACK.. TOKOPEDIA USELESS ARBITRATOR RESOLUTION.. ??
Sport,BAM Pengeras Aroma Tawar 100Gram,Anger,JNE COURIER ******** ******
Sport,MINISO Matras Yoga Pola Garis Tubuh 5mm Matras Yoga Kebugaran Rumah - Abu-abu,Anger,very long delivery
Sport,MINISO Matras Yoga Pola Garis Tubuh 5mm Matras Yoga Kebugaran Rumah - Abu-abu,Anger,"Not satisfactory, ordered 2 mattresses with the same motif but the one that arrived did not match the description and photo. There's no motive. And the seller has not provided a solution until now."
Sport,Kacamata Renang Dewasa Speeds LX 5100 Mirrored Anti Fog UV + Earplug - Biru,Anger,Ordered black and received blue. Very annoyed and lazy to complain
Sport,Kacamata Renang Dewasa Speeds LX 5100 Mirrored Anti Fog UV + Earplug - Biru,Anger,"Dirty glasses, like second hand or old stock, lots of dirt on them"
Sport,XM-L T6 Senter Kepala 3 Lampu LED New Brand Headlamp XML,Anger,"told to check before sending, but DAMAGED goods were sent, not good, regret buying here, not trustworthy..."
Sport,Lampu Depan Sepeda LED USB Rechargeble 350LM West Bikers L6 T2,Anger,"bad, rotten."
Sport,Lampu Depan Sepeda LED USB Rechargeble 350LM West Bikers L6 T2,Anger,damaged goods
Sport,PAKET Senter Kepala / LED Headlamp Cree XM-L T6 5000 Lumens,Anger,"I asked nicely and didn't intend to complain but he answered like this, very unfriendly, very arrogant"
Sport,PAKET Senter Kepala / LED Headlamp Cree XM-L T6 5000 Lumens,Anger,cheap bad stuff
Sport,HEADLAMP COB RECHARGER SENTER KEPALA LED 2IN1 Senter Kepala Multifungs,Anger,Njir was given broken guoblock items that he traded.
Sport,"BISA COD/ Stelan baju bola anak lengkap dan termurah/ jersey kaos bola - LIVERP MERAH, 4",Anger,Really ugly!!!!
Sport,"celana olahraga bola futsal running CN-02 - Putih, NIKE",Anger,"It's bad, don't buy here...disappointed...the price is cheap, the material is really cheap...sorry ********* the seller"
Sport,"celana olahraga bola futsal running CN-02 - Putih, NIKE",Anger,"Seller sent less goods, bought 24, only got 21, complained nicely, even said it wasn't possible, accused buyer of lying even though the difference was only 50 thousand, try checking the sorting system there, it won't make you rich if you only want to lose 50 thousand or so."
Sport,Polyflex PVC Korea Best Seller / PVC Flex /Sticker Polyflek / Poliflex - Red,Anger,"This isn't PVC, the material is very thin, it's also thin, but not this thin, it's a loss if you cut it too far, it's better if the Xiaomi W machine is Graphtec which costs tens of millions, really, it's okay, this is a rubbish shop."
Sport,Polyflex PVC Korea Best Seller / PVC Flex /Sticker Polyflek / Poliflex - Red,Anger,"the goods are not good, thin, just bad"
Sport,deker dekker futsal embos,Anger,"Just foam, no mica for protection"
Sport,deker dekker futsal embos,Anger,The seller's response was very bad. Asked today and then replied tomorrow
Sport,deker dekker futsal embos,Anger,"Just foam, I don't recommend it"
Sport,Stelan Jersey Futsal Training Sepak Bola Timnas Indonesia Garuda Murah - Hitam,Anger,"Size L is really small, where there's no information about the size of the clothes... that's really strange. Admin also has no response."
Sport,Stelan Jersey Futsal Training Sepak Bola Timnas Indonesia Garuda Murah - Hitam,Anger,It says it fits L but it turns out it fits M. The picture also doesn't match the photo
Sport,Stelan Jersey Futsal Training Sepak Bola Timnas Indonesia Garuda Murah - Hitam,Anger,"Doesn't match the picture, there is a defect in the jersey, the screen printing is messy. The size also does not match what was ordered. Looks like the shop just sent the goods"
Sport,"Paket Komplit Sepatu Futsal Anak Lengkap Dengan Tas Dekker Kaoskaki - SEPATU SAJA, 35",Anger,Are the shoes ugly?
Sport,"Paket Komplit Sepatu Futsal Anak Lengkap Dengan Tas Dekker Kaoskaki - SEPATU SAJA, 35",Anger,Bad shoe material. Kale material. It's broken quickly
Sport,"Baselayer Manset jumbo Big size xxl fit xxxl nike adidas - Hitam, S",Anger,"bought two different colors, xxl, came in different sizes... black, size L, put it in xxl... it's bad... it's not a tolerance for sizes if they're that different..."
Sport,"Baselayer Manset jumbo Big size xxl fit xxxl nike adidas - Hitam, S",Anger,"Sorry, the order didn't match, I asked for XXL in the description. Width 50, length 75. What came was width 43, length 60, it didn't fit, boss.."
Sport,"Baselayer Manset jumbo Big size xxl fit xxxl nike adidas - Hitam, S",Anger,"Ordered 3 XXXL size chest circumference 52 cm, came 43, 44 and 45 cm. It's a lot big, boss, I only use it to wipe my motorbike"
Sport,"Sepatu Bola Bahan Kulit - Hitam, 39",Anger,defective goods
Sport,"Sepatu Bola Bahan Kulit - Hitam, 39",Anger,Original KW fake goods
Sport,"Sepatu Bola Bahan Kulit - Hitam, 39",Anger,"Doesn't match the photo... and the material is not cowhide, LIE"
Precious Metal,UBS Logam Mulia BT21 Tiger 0.25 Gr,Happy,"Excellent?? Very good item, friendly and responsive seller"
Precious Metal,UBS Logam Mulia BT21 Tiger 0.25 Gr,Happy,"funny, thank you"
Precious Metal,UBS Logam Mulia BT21 Tiger 0.25 Gr,Happy,Good
Precious Metal,UBS Logam Mulia BT21 Tiger 0.25 Gr,Happy,"Finally I can have a collection, even if it's only 1. Next, there will be more BT21 collections. thank you"
Precious Metal,UBS Logam Mulia BT21 Tiger 0.25 Gr,Happy,"Product according to description. Packing neat and safe. Thanks, UBS ??"
Precious Metal,UBS Logam Mulia BT21 Tiger 0.25 Gr,Happy,"fast, safe delivery, thank you UBS"
Precious Metal,UBS Logam Mulia BT21 Tiger 0.25 Gr,Happy,Thank God it arrived
Precious Metal,UBS Logam Mulia BT21 Tiger 0.25 Gr,Happy,"The packaging is quite good, it has a seal so it's safe. The 6 elements are also available"
Precious Metal,UBS Logam Mulia BT21 Tiger 0.25 Gr,Happy,The order was received well and as ordered. Thank you...
Precious Metal,WW additional PICTURE,Happy,"Fast response, fast delivery"
Precious Metal,WW additional PICTURE,Happy,First x was custom and the results were according to request
Precious Metal,WW additional PICTURE,Happy,"good, fast delivery"
Precious Metal,RM 5 gram 2022,Happy,talking stars
Precious Metal,RM 5 gram 2022,Happy,helpllllllll
Precious Metal,RM 5 gram 2022,Happy,"Correct product, fast delivery and safe packaging. Thank you seller!"
Precious Metal,RM 5 gram 2022,Happy,"The quality of the goods is quite good, I have often shopped at this shop, the packaging is simple"
Precious Metal,RM 5 gram 2022,Happy,"Arrived quickly, original item, and friendly admin"
Precious Metal,RM 5 gram 2022,Happy,"steady, fast, precise"
Precious Metal,RM 5 gram 2022,Happy,This is the second time I've bought here.. the goods are original and the seller is very kind.. thank you sis.. ????
Precious Metal,RM 5 gram 2022,Happy,"fast response, original, smooth, fast delivery, friendly and not arrogant seller ???? Please lower the price again"
Precious Metal,RM 5 gram 2022,Happy,Goods are correct & arrived quickly
