Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review (English)
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,Jakarta Utara,9300,4.9,8129,3075,5,"respon toko cepat dan pengiriman lancar, barang dikemas dengan aman, mantap thanks.",Positive,Happy,"The shop responded quickly and the delivery was smooth, the goods were packaged safely, great, thank you."
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,2134,5,"Puas banget belanja di sini. Sellernya ramah banget, fast respon. Pengirimannya juga lumayan cepat. Barangnya memuaskan. Packingnya aman jadi barang gak ada cacat sama sekali.",Positive,Happy,"Very satisfied shopping here. The seller is very friendly, fast response. The delivery is also quite fast. The goods are satisfactory. The packaging is safe so there are no defects at all."
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,2134,5,"barangnya sudah sampai, tidak ada yang rusak atau robek, barangnya original, real pick, packingnya bagus, pengiriman sangat cepat kurir ramah, pokoknya amanah deh kalo mau belanja di toko joyko official store... ????",Positive,Happy,"the goods have arrived, nothing is damaged or torn, the goods are original, real pick, the packaging is good, the delivery is very fast, the courier is friendly, basically you can trust me if you want to shop at the official Joyko store... ????"
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,2134,5,"pengiriman cepat, packaging nya okeee banget, isinya sesuai, ga gampang macet pas dipakai, pokonya bagusss bangettt terima kasih joyko????",Positive,Happy,"fast delivery, the packaging is really good, the contents are suitable, it doesn't jam easily when used, the product is really good, thank you Joyko????"
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,2134,5,"persediaan stok buat kakak sekolah, selalu joyko pilihannya, barang original. Terimakasih buat pelayanan yang diberikan terbaik deh:)",Positive,Happy,"Stock supplies for school students, always Joyko's choice, original goods. Thank you for the best service provided :)"
Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,Jakarta Barat,8150,4.9,17400,1001,5,"Respon penjual baik, Pengiriman sangat cepat, Barang sesuai dengan pesanan, Cukup memuaskan. Thank youu..",Positive,Happy,"Good seller response, very fast delivery, goods as ordered, quite satisfactory. Thank youu.."
Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,Jakarta Barat,8150,4.9,17400,1001,5,"Packing rapi, kualitas produk ok, pengiriman sangat cepat, respon seller ok",Positive,Happy,"Packing is neat, product quality is ok, delivery is very fast, seller response is ok"
Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,Jakarta Barat,8150,4.9,17400,1001,5,Pesanan sdh diterima dlm keadaan baik dan fast respond dr seller mantap,Positive,Happy,Order has been received in good condition and fast response from the seller is great
Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,Jakarta Barat,8150,4.9,17400,1001,5,cepat........harga oke...sesuai pesanan.,Positive,Happy,fast......price is okay...as ordered.
Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,Jakarta Barat,8150,4.9,17400,1001,5,"Pelayanan Seller dan Deliver nya sangat cepat dan memuaskan...terima kasih atkasemka,anteraja dan TokoPedia.",Positive,Happy,"Seller and delivery service is very fast and satisfying... thank you atkasemka, anteraja and TokoPedia."
Office & Stationery,Papan Tulis Anak Tablet Belajar Menulis Menggambar LCD Writing 8.5 Inc - Merah,Jakarta Pusat,26000,4.9,613,257,5,"Ok banget, beli 2 skaligus, barang baguss banget",Positive,Happy,"Very ok, bought 2 at once, really good stuff"
Office & Stationery,Papan Tulis Anak Tablet Belajar Menulis Menggambar LCD Writing 8.5 Inc - Merah,Jakarta Pusat,26000,4.9,613,257,5,mantap langsung dipakai anak untuk belajar,Positive,Happy,Great for children to use straight away for learning
Office & Stationery,Papan Tulis Anak Tablet Belajar Menulis Menggambar LCD Writing 8.5 Inc - Merah,Jakarta Pusat,26000,4.9,613,257,5,"Murah dan mudah digunakan, setidaknya nya bermanfaat dan packing cukup aman tebal bubble wrapnya. See you again",Positive,Happy,"Cheap and easy to use, at least it's useful and the packaging is quite safe with thick bubble wrap. See you again"
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5051,1,kecewa dan sangat kecewa. pertama belanja sdh salah belanja ke dua berharap ada perubahan tp ttp salah.,Negative,Sadness,"disappointed and very disappointed. The first time I bought it was wrong, the second time I hoped there would be a change but it was still wrong."
Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,Jakarta Utara,6400,4.9,15800,2007,1,"sedikit kecewa pesanan pembayaran nya 2 tp di kirim 1 saja ,seharusnya owner hrs lebih teliti biarpun saya minta biru tetapi pembayaran. nya 2 Intem dikirm saja 2 hitamnya dan minta resi saya sdh terlanjur di buang resi kecil ya.",Negative,Sadness,"I was a little disappointed that I ordered 2 payments but only 1 was sent, the owner should have been more careful, even though I asked for blue but the payment. I just sent 2 black ones and asked for my receipt. I had already thrown away the small receipt."
Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,Jakarta Utara,6400,4.9,15800,2007,1,kualitas kurang,Negative,Sadness,poor quality
Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,Jakarta Barat,7800,5,3333,333,1,sangat kecewa sekali,Negative,Sadness,very disappointed
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,2134,1,Mengecewakan????????????????,Negative,Sadness,Disappointing????????????????
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1034,1,"Mengecewakan sih, pesan lebih dr 10 item, dikirim hanya 4, setelah komplain dikembalikan, hanya PHP saja. selain itu respon & pengiriman lama, pesan tgl 11, diterima tgl 16",Negative,Sadness,"It's really disappointing, ordering more than 10 items, only 4 were sent, after complaint it was returned, only PHP. Apart from that, the response & delivery took a long time, ordered on the 11th, received on the 16th"
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1034,1,proses pengiriman sangat mengecewakan,Negative,Sadness,the delivery process was very disappointing
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1034,1,produk dikirim tidak sesuai. harusnya 7911,Negative,Sadness,the product sent is not suitable. it should be 7911
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,1,"Mengecewakan. Kemasan luar kertas sobek besar. Kelihatannya seperti karena basah, krn ada bagian ujung kertas yg melengkung. Padahal pengiriman d pack dgn bubble wrap. Saya terima krn saya gak sempat bikin video unboxing",Negative,Sadness,"Disappointing. Large torn paper outer packaging. It looks like it's wet, because there are curved edges of the paper. Even though the delivery was packaged with bubble wrap. I accepted because I didn't have time to make an unboxing video"
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,1,"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",Negative,Sadness,"The package of goods was torn, there were parts of the paper that were yellow indicating that the goods had been opened for a long time. very disappointing"
Office & Stationery,Scissors / Gunting Joyko SC-838 - SC-828,Jakarta Utara,5800,4.9,6717,647,1,Kecewa beli di sini...order gunting tp tidak di kirim.kata ya kalau order untuk ke 2 kali ya bakal dikirim nyala nya zonkkkkkkk,Negative,Sadness,Disappointed to buy here...ordered scissors but they weren't sent. I said if I order for the second time it will be sent and it's zonkkkkkkk
Office & Stationery,Deli Pen Holder/ Rak Tempat Alat Tulis 4/8 Slot Space Besar 893X - 8935 - 2 sekat,Kab. Tangerang,23000,4.8,1232,456,1,Ada cacat pada saat sampai di rumah ??,Negative,Sadness,Is there a defect when you get home??
Office & Stationery,Deli Pen Holder/ Rak Tempat Alat Tulis 4/8 Slot Space Besar 893X - 8935 - 2 sekat,Kab. Tangerang,23000,4.8,1232,456,1,Barang rusak sebagian.,Negative,Sadness,Item partially damaged.
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,Jakarta Pusat,15988,5,14500,991,1,"riject bener2 kecewa, langganan bukan cuma beli sekali tapi barang ga di cek saat mau packing",Negative,Sadness,"Riject was really disappointed, the subscription wasn't just bought once but the goods weren't checked when packing"
Office & Stationery,Lakban Tokopedia - Putih,Jakarta Timur,8500,4.9,55900,5522,1,paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh. dicek dalemnya lakban nya pun penyok-penyok. menyedihkan.,Negative,Sadness,The package arrived with the box partially damaged and dirty as if it had been dropped. Checked inside and the duct tape was dented. sad.
Office & Stationery,Lakban Tokopedia - Putih,Jakarta Timur,8500,4.9,55900,5522,1,"sesuai gambar, tapi tidak memuaskan pelayanannya.. komplain tidak di respon dgn baik.",Negative,Sadness,"according to the picture, but the service is not satisfactory... complaints are not responded to well."
Office & Stationery,kalkulator citizen 868L best seller, Jakarta Pusat,38500,4.9,7974,806,1,sangat kecewa sekali,Negative,Sadness,very disappointed
Office & Stationery,TEMPAT BROSUR / TENT HOLDER / TENT CARD AKRILIK DISPLAY 2 SISI A5,Jakarta Selatan,9000,4.9,54400,1537,1,"Sungguh menyedihkan. Beli 7 pcs tapi barang pecah 3pcs ,Sdh komplain garansi 2minggu nggak beres2",Negative,Sadness,"How sad. Bought 7 pcs but 3 pcs were broken, I complained that the 2 week guarantee wasn't working"
Office & Stationery,TEMPAT BROSUR / TENT HOLDER / TENT CARD AKRILIK DISPLAY 2 SISI A5,Jakarta Selatan,9000,4.9,54400,1537,1,"pecah 1, kondisi mash di plastik bubble wrap",Negative,Sadness,"1 broken, still in bubble wrap plastic"
Office & Stationery,Pulpen Gel Ink 0.5Mm Alat Tulis Perlengkapan Sekolah Pena Gel Standart - Isi Tinta Hitam,Jakarta Selatan,176,4.8,10700,325,1,ga ada tanggapan mau komplain...padahal saya beli bukan minta...kecewa????,Negative,Sadness,no response to complain...even though I bought it instead of asking...disappointed????
Office & Stationery,Kabel Ties Cable Tie 2.5 x 150mm (15cm) CV 150 Kualitas baik - Hitam,Jakarta Utara,3650,4.9,77100,2230,1,"butuh cepet di kirim lama di respon pun lama yang jual amanah brather,jujur nyesel gw beli di toko ini",Negative,Sadness,"Needs to be sent quickly and takes a long time to respond but the seller is trustworthy, brother, to be honest, I regret buying it from this shop"
Office & Stationery,LAKBAN BENING / COKELAT 2 INCH X 90 YARD ( 45MM X 90 YARD) - BENING,Kota Tangerang Selatan,7500,4.9,24600,811,1,"kecewa, keterangannya 90 yard tapi yang datang 72 yard",Negative,Sadness,"disappointed, the statement said 90 yards but what came was 72 yards"
Office & Stationery,LAKBAN BENING / COKELAT 2 INCH X 90 YARD ( 45MM X 90 YARD) - BENING,Kota Tangerang Selatan,7500,4.9,24600,811,1,tidak sesuai pesanan,Negative,Sadness,not according to order
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7571,1744,1,"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",Negative,Sadness,"The package of goods was torn, there were parts of the paper that were yellow indicating that the goods had been opened for a long time. very disappointing"
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7571,1744,1,sangat buruk dan kecewa pakingan gak rapih cuma pake bubble warp aja jadi pas paket sampe udah sobek.,Negative,Sadness,"Very bad and disappointed that the packaging wasn't neat, I just used bubble warp so when the package arrived it was already torn."
Office & Stationery,Nano Double Tape / Double Tape / Selotip Isolasi Bening Multifungsi - 1 MM,Kab. Tangerang,15000,4.8,5454,1201,1,barang amat sangat mengecewakan tidak layak pakai.. jangankan Untuk menahan beban 2kg untuk menahan beban nya sendiri ajah GK mampu(alias GK nempel),Negative,Sadness,"the item is very, very disappointing, not suitable for use... let alone holding a 2kg load, it's not even capable of holding its own weight (aka it won't stick)"
Office & Stationery,Kertas Kasir Struk Paper Roll 58x40mm Thermal POS Receipt Printer,Jakarta Barat,35000,4.9,97000,8995,1,barang yg saya terima tidak sesuai pesanan. barang yg saya order adalah ukuran 58x40 tapi yg datang adalah ukuran 57x30. dan tidak ada merek kecewa bgt dan tidak mau order lagi.,Negative,Sadness,the goods I received did not match the order. The item I ordered was size 58x40 but what arrived was size 57x30. and there are no brands that are really disappointed and don't want to order again.
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,ORDER 11 DATANGNYA CUMA 6.. SEDIH BANGET.. NOT RECOMENDED,Negative,Sadness,ORDER OF 11 ONLY 6 CAME.. VERY SAD.. NOT RECOMMENDED
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,kecewa 90yard tipis sialan gua liat komen pada sama bilng tipis rugii,Negative,Sadness,"Disappointed 90yards thin, damn I saw a comment on the same page saying it's thin, it's a loss"
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,lakban tipis bukan 90 yard kecewa,Negative,Sadness,thin duct tape not 90 yards disappointed
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,"kecewa sekali tidak sesuai descripsi, ukuran 90 yard, boong banget, sangat tipis sekali.",Negative,Sadness,"Very disappointed, it doesn't match the description, size 90 yards, very thin, very thin."
Office & Stationery,Lakban Bening Coklat 2 inch x 90 yard ( 45mm x 90 yard) setara daimaru - Bening,Jakarta Barat,7300,4.9,444300,14600,1,pelayanan mengecewakan,Negative,Sadness,disappointing service
Office & Stationery,Lakban Bening Coklat 2 inch x 90 yard ( 45mm x 90 yard) setara daimaru - Bening,Jakarta Barat,7300,4.9,444300,14600,1,Respon jelek,Negative,Sadness,Bad response
Office & Stationery,Lakban Bening Coklat 2 inch x 90 yard ( 45mm x 90 yard) setara daimaru - Bening,Jakarta Barat,7300,4.9,444300,14600,1,gampang putus :( kurang mantep dipake nya,Negative,Sadness,breaks easily :( not very stable to use
Office & Stationery,"Double tape 3M VHB 24mm x 4,5mtr - Lem 3M - Double tape 3m - 24mm X4,5mtr",Jakarta Barat,35000,4.9,5008,1001,1,"ini sih bukan 3m asli mengecewakan ,udah beli 10 tp gini",Negative,Sadness,"This isn't the original 3m, it's disappointing, I bought 10 but like this"
Office & Stationery,Joyko Permanent Marker Spidol Permanen Dual Tip - Black,Jakarta Utara,3200,4.9,12700,1934,1,"Tutup retak sehingga saat diterima, sudah lepas dari markernya. Marker jadi kering. Kecewa banget.",Negative,Sadness,"Close the crack so that when you receive it, it is already separated from the marker. The marker is dry. Very disappointed."
Office & Stationery,Gel Pen Pulpen Pena Joyko GP-330 Big Fill Gel 0.5 mm - Black,Jakarta Utara,1700,4.9,15700,1249,1,"Sori to say, review jujur ini bikin kecewa pelanggan sih. Barang habis tapi tidak dikonfirmasi dulu sblm dikirim. Min, mon maap kan ada teknologi chat di aplikasi ya, knp kok ngga konfirmasi dulu di chat? Saya sudah terlanjur klik pesanan selesai, tidak bisa ajukan pengembalian dana. Pembeli yg lain silakan dicermati kalau mau beli disini ya, hati2. Makasih.",Negative,Sadness,"Sorry to say, this honest review has disappointed customers. Items are out of stock but not confirmed before sending. Min, I'm sorry, there's chat technology in the application, why don't you confirm in chat first? I've already clicked on complete order, I can't request a refund. Other buyers, please pay attention if you want to buy here, be careful. Thanks."
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9846,3017,1,"belum tahu dimana keberadaannya, setelah dibuka bungkusannya ternyata tidak dikirim bersamaan dengan paket diskon yg lain. saya sebaga pembeli juga salah karena langsung menyelesaikan transaksi begitu dapat kabar ada paket dari satpam tanpa memeriksanya. mengecewakan sekali pelayanan Deli meskipun diskon.",Negative,Sadness,"Don't know where it is, after opening the package it turns out it wasn't sent together with the other discount packages. As a buyer, I was also wrong because I immediately completed the transaction as soon as I received news that there was a package from the security guard without checking it. Very disappointing Deli service despite the discount."
Office & Stationery,Deli buku Agenda A5/B5 60 Halaman Landscape 3 warna 2420X - A5,Kab. Tangerang,22000,4.8,572,181,1,"Minta yg pink, dikirim yg biru, terus Dapet yang penyok :( kecewa banget ih",Negative,Sadness,"Asked for the pink one, sent the blue one, then got the dented one :( really disappointed"
Office & Stationery,Artpedia Schedule Board Pastel Colour / Schedule Board warna pastel - Green Pastel,Kota Bandung,12000,4.9,2792,613,1,"udahhh responnya lama . estimasi 11-12 Dateng ya 13. carabungkusnya ga rapih, dalemannya ristek pulaaa . kecewa sihh ini mah !!!!",Negative,Sadness,"It's been a long time since the response. Estimated 11-12 Coming 13. The packaging is not neat, the inside is also rusty. I'm really disappointed with this!!!!"
Office & Stationery,Lakban Bening KSATRIA Tape 100 Yard (1 Slop),Jakarta Pusat,55020,5,3108,718,1,"Jelek banget lakbannya, sangat tipis dan terlalu lengket.. yg lengket malah 2 sisi yaitu bagian bawah dan atas jadinya sangat mengganggu... ??karna bisa mengakibatkan paket orang lain menempel pada paket kita dan penyok!??",Negative,Anger,"The duct tape is really bad, it's very thin and too sticky... the two sides that are sticky, namely the bottom and the top, are very annoying... ??because it can cause other people's packages to stick to our packages and get dented!??"
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5051,1,Sellernya sombong dan gak sopan!,Negative,Anger,The seller is arrogant and impolite!
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5051,1,Kacau beli lebih dari 1 lusin gak di kardusin.,Negative,Anger,It's a shame to buy more than 1 dozen and not put them in a cardboard box.
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5051,1,"KURANG TELITI, SAYA PESAN HITAM 1 DAN MERAH 1 YG DIKIRIM HITAM SEMUA",Negative,Anger,"NOT CAREFULLY, I ORDERED 1 BLACK AND 1 RED WHICH WAS SENT ALL BLACK"
Office & Stationery,kalkulator citizen 868L best seller,Jakarta Pusat,38500,4.9,2965,805,1,barang datang dalam kondisi rusak parah.lcd pecah.,Negative,Anger,Item arrived in badly damaged condition. LCD was broken.
Office & Stationery,kalkulator citizen 868L best seller,Jakarta Pusat,38500,4.9,2965,805,2,"Sudah punya jenis yg sama Made in China juga, tapi yg ini bahannya lebih jelek.",Negative,Anger,"I already have the same type Made in China too, but this one has worse materials."
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,2134,1,"Seller TDK Kooperatif, menyebalkan!!!!",Negative,Anger,"Uncooperative Seller, annoying!!!!"
Office & Stationery,Refill Isi Pulpen Frixion Pilot 0.7/0.5 atk - 0.5 HITAM,Jakarta Barat,11799,4.9,38000,2348,1,Beli bolpen dan refill... kok yg dikirim mainan anak. Bagaimana tanggung jawab toko nih!!!,Negative,Anger,Buy a pen and refill... why are you sending children's toys? How responsible is this shop!!!
Office & Stationery,Refill Isi Pulpen Frixion Pilot 0.7/0.5 atk - 0.5 HITAM,Jakarta Barat,11799,4.9,38000,2348,1,Pelayanannya sangat buruk,Negative,Anger,The service is very bad
Office & Stationery,Kabel Ties Cable Tie 2.5 x 150mm (15cm) CV 150 Kualitas baik - Putih,Jakarta Utara,3650,4.9,77000,2233,1,sangat sangat sangat sangat slow respon,Negative,Anger,very very very very slow response
Office & Stationery,Deli Meteran Mini Plastik bahan pita fiberglass tidak mudah kerut 8214,Kab. Tangerang,14000,4.8,1928,474,1,barangnya tidak ada di kemasan,Negative,Anger,the item is not in the packaging
Office & Stationery,Deli Meteran Mini Plastik bahan pita fiberglass tidak mudah kerut 8214,Kab. Tangerang,14000,4.8,1928,474,1,"seller busuk, packing sembarangan ga niat, info produk nipu.. blgnya 7.5m tp kenyataannya 1.5m, jujur dikit bos kl jualan",Negative,Anger,"rotten seller, haphazard packaging with no intention, fraudulent product info.. says 7.5m but in reality 1.5m, boss is a little honest when selling"
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1034,1,adminnya kebanyakan bac00t.. lamban bgt.. kecewa banget dehhh,Negative,Anger,the admin is mostly bac00t.. really slow.. really disappointed
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1034,1,"pelayanan sangat buruk, no debat!",Negative,Anger,"Very bad service, no debate!"
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1034,1,Pengiriman lama banget. Dari order - tiba di tujuan 7 hari. Padahal order tempat lain 2 hari sampai,Negative,Anger,"Delivery very long. From order - arrival at destination 7 days. Even though I ordered from another place, it arrived in 2 days"
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,1,packing buruk. kertas sampai pada sobek bungkusnya.,Negative,Anger,bad packing. paper to the point of tearing the wrapper.
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,1,"tokonya songgong brg rusak minta dibebanin ke konsumen, ngak usah jd penjual kalo bubble dibebankan ke. pembeli",Negative,Anger,"If the songgong shop is damaged, ask for it to be charged to the consumer. There's no need to be a seller if the bubble is charged to the customer. buyer"
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,3015,1,Pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! GAJELAS SALE NYA! Nipu bgt itu sale padahal official store,Negative,Anger,"Ordered goods but during the 11.11 promo but they were not sent, instead they were told to refund the money sent only for sale items! EXPLAIN THE SALE! It's really a scam that it's on sale even though it's an official store"
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,3015,1,pengiriman lama banget parah,Negative,Anger,delivery took a really long time
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,3015,1,Minta warna putih dikasih hijau.. Seller banyak alasan babibu..,Negative,Anger,"Asked for white, gave green.. Seller has lots of excuses, babibu.."
Office & Stationery,Kertas HVS Paper One A4 - 80 gr,Jakarta Selatan,41800,5,8205,1712,1,BARANG PECAH DIKIRIM,Negative,Anger,BROKEN ITEMS WERE SHIPPED
Office & Stationery,Label Barcode 100 X 150 mm Kertas Sticker Direct Thermal 100x150 350pc,Jakarta Barat,48500,4.7,306,20,1,ini seller ngeyel bgt.. uda 3x belanjanya thermal 100x150 dgn beratnya 900gr per roll.. kali ini dpt 12 roll berat 600gr.. diminta retur byk x alasan.. jelas ini penurunan kualitas atao isi.. silahkan kalian yg srg belanja cek aja.. jualan kgk usa bgitunya..,Negative,Anger,"This seller is really annoying... I've bought 100x150 thermal 3x weighing 900g per roll... this time I got 12 rolls weighing 600g... I was asked to return for many reasons... obviously this is a decrease in quality or content... please, those of you who are shopping, just check... the sales are not usa, that's how it is..."
Office & Stationery,LAKBAN BENING / COKELAT 2 INCH X 90 YARD ( 45MM X 90 YARD) - BENING,Kota Tangerang Selatan,7500,4.9,24600,811,1,FIX BUKAN 90YARD TERNYATA TEBALNYA HANYA 9 mm TIPIS BOSS GAK SESUAI JUDUL!!!,Negative,Anger,FIX IS NOT 90 YARDS IT IS ONLY 9 mm THICK BOSS DOESN'T ACCORD TO THE TITLE!!!
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7571,1744,1,"tokonya songgong brg rusak minta dibebanin ke konsumen, ngak usah jd penjual kalo bubble dibebankan ke. pembeli",Negative,Anger,"If the songgong shop is damaged, ask for it to be charged to the consumer. There's no need to be a seller if the bubble is charged to the customer. buyer"
Office & Stationery,Kertas Kasir Struk Paper Roll 58x40mm Thermal POS Receipt Printer,Jakarta Barat,35000,4.9,97000,8995,1,"pengiriman lamaaaaaa banget, sampai sudah beli ditempat lain baru datang, pengiriman lebih 1 bulan...kacau ??",Negative,Anger,"The delivery took a really long time, until I bought it elsewhere and then it arrived, the delivery took more than 1 month... messed up??"
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,"BELI 11, DIKIRIM CUMA 6, KOMPLAIN NO RESPON, GAK SOLUTIF, RUGI BELI DISINI, KAPOK ??????",Negative,Anger,"BUY 11, ONLY SEND 6, NO RESPONSE COMPLAINTS, NO SOLUTION, LOSS OF BUYING HERE, GET READY??????"
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,"toko benalu, gk jelas barangnya.. sampah",Negative,Anger,"parasite shop, it's not clear what the goods are... rubbish"
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,"nipu,ini mah bukan 90 yard wkwkwk kaco",Negative,Anger,"cheating, this isn't 90 yards hahaha"
Office & Stationery,Lakban Bening Coklat 2 inch x 90 yard ( 45mm x 90 yard) setara daimaru - Bening,Jakarta Barat,7300,4.9,444300,14600,1,sellernya aneh.. jawabnya apa.. yg dilakuin apa.. ga singkron . ribet,Negative,Anger,The seller is strange...what does he answer...what does he do...not in sync. complicated
Office & Stationery,"Double tape 3M VHB 24mm x 4,5mtr - Lem 3M - Double tape 3m - 24mm X4,5mtr",Jakarta Barat,35000,4.9,5008,1001,1,Barang nya kw!!! Lengket sangat lemah beda dengan 3M ori,Negative,Anger,"It's the goods!!! The stickiness is very weak, unlike the original 3M"
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9846,3017,1,Pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! GAJELAS SALE NYA! Nipu bgt itu sale padahal official store,Negative,Anger,"Ordered goods but during the 11.11 promo but they were not sent, instead they were told to refund the money sent only for sale items! EXPLAIN THE SALE! It's really a scam that it's on sale even though it's an official store"
